IDCliente,Genero,TerceraEdad,Casado,Dependientes,Meses,Telefono,LineasMultiples,Internet,Seguridad,BackUp,Proteccion,Soporte,StreamingTV,Peliculas,TipoContrato,FacturaElectronica,MetodoPago,UltimoCargo,TotalHistorico,Abandono
2014-MKGMH,0,1,0,0,46,1,1,2,0,0,1,0,1,1,1,1,3,101.1,4674.4,0
5628-FCGYG,1,1,0,0,21,1,1,2,0,0,0,0,0,1,0,1,3,84.1,1737.5,0
2560-WBWXF,1,1,0,0,68,1,1,0,0,0,0,0,0,0,2,1,1,24.2,1498.9,0
0248-IPDFW,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,50.1,50.1,0
7978-DKUQH,0,1,1,0,25,1,0,2,0,0,1,0,0,0,0,1,3,74.6,1797.8,0
4335-UPJSI,0,1,0,1,24,1,0,0,0,0,0,0,0,0,2,0,4,19.8,498.1,0
0524-IAVZO,0,1,1,0,30,1,1,2,0,0,0,0,0,1,0,1,3,85,2624.3,1
2737-YNGYW,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,3,80.6,184.1,1
1784-EZDKJ,1,1,1,0,51,1,1,2,0,1,1,0,1,1,1,1,1,106.8,5498.8,0
9297-FVVDH,0,1,1,1,57,1,1,1,1,0,1,1,1,1,2,1,3,84.5,4845.4,0
8007-YYPWD,0,1,0,0,15,1,1,0,0,0,0,0,0,0,2,0,1,25.1,369.1,0
7101-HRBLJ,0,1,1,1,72,1,0,1,1,1,1,1,1,1,2,1,1,83.7,6096.9,0
5159-YFPKQ,0,1,0,0,2,1,0,2,0,0,1,0,0,0,0,1,3,75.8,160.8,1
6635-CPNUN,1,1,1,0,28,1,1,2,0,1,1,0,1,0,0,0,2,96.6,2684.4,0
4021-RQSNY,1,0,1,0,29,1,1,2,0,0,1,0,1,1,0,1,3,98.5,3004.2,1
5453-YBTWV,1,1,1,1,70,1,0,2,1,1,1,1,1,0,2,1,2,101.1,6994.8,0
5039-LZRQT,0,1,0,0,13,1,0,0,0,0,0,0,0,0,1,0,4,20.2,273.3,0
2931-VUVJN,0,0,1,0,59,1,1,2,1,1,1,1,0,0,1,1,3,94.1,5483.9,0
9061-TIHDA,1,0,1,0,13,1,1,2,0,0,0,0,1,1,0,1,3,95.3,1233.7,1
8699-ASUFO,1,0,1,0,7,1,1,2,0,0,0,0,0,0,0,1,4,74.4,527.9,1
6418-PIQSP,0,1,1,0,62,1,0,1,1,0,1,1,1,1,2,0,4,81,4985.9,0
8220-OCUFY,0,1,0,0,21,1,0,1,1,0,1,1,0,0,1,1,3,60.3,1258.4,0
3995-WFCSM,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,3,60.9,111.4,0
1895-QTKDO,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,44,44,0
2038-OEQZH,1,1,0,0,4,1,0,2,0,0,1,0,0,1,0,0,3,86.1,308.1,0
1178-PZGAB,0,1,0,0,19,1,0,0,0,0,0,0,0,0,1,0,2,20.3,383.7,0
7927-AUXBZ,0,1,0,0,30,1,0,2,0,0,0,1,1,0,0,0,3,85.2,2555.9,1
2626-VEEWG,1,1,1,1,67,1,0,0,0,0,0,0,0,0,2,1,2,19.4,1284.2,0
2878-RMWXY,1,0,1,0,72,1,1,2,1,1,1,0,0,1,2,1,2,102.7,7550.3,0
1657-DYMBM,1,1,1,0,53,1,0,0,0,0,0,0,0,0,2,0,2,19.9,1110.1,0
7311-MQJCH,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,3,19.6,99.6,0
7375-WMVMT,1,0,1,0,71,1,0,2,0,1,1,1,0,1,2,1,2,95.5,6707.2,0
1136-XGEQU,0,1,1,1,50,1,1,1,0,1,1,1,1,1,1,1,2,84.2,4164.4,0
2530-FMFXO,1,1,1,1,56,1,1,2,0,0,1,1,1,1,2,1,3,103.2,5873.8,0
6844-DZKRF,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1,2,50.2,109.3,0
4695-WJZUE,0,0,0,0,2,1,1,2,0,0,1,0,0,1,0,1,3,88.6,179.3,1
7619-ODSGN,1,1,1,1,24,1,1,1,1,0,0,0,0,0,0,0,3,54.8,1338.2,1
5970-GHJAW,1,1,1,1,46,1,0,0,0,0,0,0,0,0,2,0,2,20,862.4,0
8879-XUAHX,1,1,1,0,71,1,1,2,1,1,1,1,1,1,2,1,3,116.3,8564.8,0
3689-MOZGR,0,1,0,0,29,0,0,1,0,0,0,1,0,0,0,1,3,31.2,926.2,0
4195-PNGZS,1,1,1,1,69,1,1,0,0,0,0,0,0,0,2,0,1,24.5,1718.2,0
5003-XZWWO,1,1,1,0,71,1,1,1,0,1,1,1,1,1,2,0,2,84.2,5956.9,0
3988-RQIXO,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,3,91.3,91.3,1
7622-FWGEW,1,0,1,0,56,1,0,1,1,1,1,1,1,1,2,1,1,85.7,4824.5,0
6922-NCEDI,1,1,0,1,56,1,0,0,0,0,0,0,0,0,1,1,4,21.2,1238.7,0
2514-GINMM,1,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,3,79.5,79.5,1
9891-NQDBD,0,1,1,0,28,1,1,0,0,0,0,0,0,0,1,0,4,25.6,672.2,0
6131-IUNXN,0,1,1,1,19,1,0,0,0,0,0,0,0,0,0,0,4,20.2,382.2,0
8548-AWOFC,1,1,1,0,66,1,1,1,0,0,0,1,0,1,0,0,3,63.9,4264.6,0
9798-DRYDS,0,1,1,1,17,1,1,1,0,0,1,1,0,0,1,1,4,62,1070.7,0
8532-UEFWH,1,1,1,1,52,1,1,0,0,0,0,0,0,0,2,0,4,25.8,1345.9,0
6296-DDOOR,0,1,0,0,19,1,0,1,0,1,0,0,1,0,1,0,3,58.2,1045.3,0
7951-VRDVK,0,1,0,0,36,1,0,1,1,1,1,1,1,1,1,0,1,85.9,3003.6,0
5931-FLJJF,1,0,1,0,7,1,0,2,0,0,0,0,0,0,0,1,4,70.1,467.6,1
4815-YOSUK,1,1,1,1,72,1,1,2,1,1,1,1,0,1,1,1,2,104.9,7537.5,0
2659-VXMWZ,1,1,1,1,67,1,1,2,1,1,1,0,1,1,1,1,3,111.3,7482.1,1
0380-NEAVX,1,0,0,0,34,1,0,2,0,1,1,0,1,1,1,1,3,99.9,3343.2,0
3207-OYBWH,1,0,1,0,57,1,1,2,0,1,1,0,0,1,0,1,1,95.3,5427.1,1
4285-GYRQC,0,1,1,0,7,1,0,2,0,0,1,0,1,0,0,1,3,86.3,587.1,1
7216-EWTRS,0,0,1,0,1,1,1,2,0,0,1,0,1,1,0,1,3,100.8,100.8,1
4365-MSDYN,1,1,1,0,8,1,0,0,0,0,0,0,0,0,0,1,1,19.6,161.2,0
7036-TYDEC,0,1,0,0,69,1,1,2,0,0,1,1,1,1,2,0,3,104,7028.5,0
5802-ADBRC,0,1,1,0,50,1,1,2,1,0,1,0,1,1,1,1,4,104.4,5232.9,0
8076-FEZKJ,1,1,0,0,10,1,0,0,0,0,0,0,0,0,1,0,4,19.5,225.9,0
5197-YPYBZ,0,1,1,1,12,1,1,0,0,0,0,0,0,0,2,0,2,25.3,274.7,0
8337-MSSXB,0,1,0,0,14,1,0,2,0,1,0,0,0,1,0,1,3,86.3,1181,1
4312-GVYNH,0,1,1,0,70,0,0,1,1,0,1,1,0,1,2,1,1,49.9,3370.2,0
8495-LJDFO,0,0,0,0,64,1,1,2,1,0,1,1,1,1,0,1,1,109,7111.3,0
0839-JTCUD,0,1,1,1,66,1,1,1,1,1,1,1,1,1,2,0,2,89.9,5958.9,0
5494-WOZRZ,0,1,1,1,71,1,0,1,1,0,1,1,1,1,2,1,2,82,5999.9,0
1302-UHBDD,1,0,0,0,20,1,0,2,0,0,0,0,1,1,0,0,3,90,1648.5,0
2234-EOFPT,1,1,1,0,72,1,0,1,1,1,0,1,1,1,2,1,1,79.4,5753.3,0
8619-IJNDK,0,1,1,1,71,1,0,1,1,1,1,1,0,0,2,0,2,64.1,4492.9,0
8378-LKJAF,1,1,1,1,38,1,1,2,0,0,1,0,1,1,0,1,2,101.2,3956.7,0
8182-BJDSI,0,1,0,0,28,1,1,2,0,1,0,0,0,1,0,1,3,90,2625.6,1
2528-HFYZX,1,0,1,0,17,1,0,2,0,1,0,0,0,0,0,1,3,76.5,1233.4,1
1153-GNOLC,1,1,0,0,33,0,0,1,0,1,0,0,1,0,1,1,3,39.1,1309,0
3298-QEICA,0,1,1,1,23,0,0,1,1,0,0,1,0,0,2,0,4,34.6,813.5,0
0788-DXBFY,1,1,1,1,58,1,0,0,0,0,0,0,0,0,1,1,3,19.6,1108.8,0
3597-YASZG,0,0,1,0,70,1,1,2,0,1,0,1,1,1,2,1,1,104.5,7349.4,0
3496-LFSZU,1,1,1,0,4,1,0,2,0,0,0,0,0,0,0,0,3,70.5,294.2,0
5242-UOWHD,1,1,1,1,45,1,0,0,0,0,0,0,0,0,2,0,4,20.4,929.2,0
2482-CZGBB,1,1,0,0,10,1,0,2,0,0,0,0,0,0,0,1,3,70,740,1
6479-SZPLM,1,1,1,1,36,1,0,0,0,0,0,0,0,0,2,0,2,19.5,754.5,0
8097-VBQTZ,1,1,0,0,54,1,0,1,1,1,0,1,1,0,0,1,4,69.9,3883.3,0
4500-HKANN,1,1,1,1,23,1,1,1,0,1,0,1,0,0,2,0,4,59.7,1414.2,0
9917-KWRBE,0,1,1,1,41,1,1,1,1,1,1,0,1,0,1,1,2,78.4,3211.2,0
3420-ZDBMA,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,4,71.5,371.6,0
2212-LYASK,1,1,1,1,27,0,0,1,0,1,1,0,0,1,1,1,2,45.9,1246.4,0
1393-IMKZG,0,1,0,0,1,1,0,2,0,0,0,1,1,1,0,1,3,95.9,95.9,0
8069-RHUXK,0,1,1,1,67,0,0,1,1,0,0,1,0,0,2,0,2,35.7,2545.7,0
3398-GCPMU,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,2,89.6,6448.9,0
2908-WGAXL,0,1,1,1,56,1,1,0,0,0,0,0,0,0,2,1,2,25,1468.9,0
3378-AJRAO,1,1,1,1,44,1,1,0,0,0,0,0,0,0,1,0,3,24.9,1013.6,0
1013-QCWAM,0,0,1,0,66,1,1,2,0,1,0,0,1,1,0,1,3,100.8,6690.8,0
0866-QLSIR,0,1,0,0,34,1,1,1,1,1,0,1,0,0,1,1,4,64.4,2088.8,1
6050-FFXES,0,1,1,0,69,1,1,2,0,0,1,1,1,1,2,0,1,105.4,7240.7,0
7181-BQYBV,0,1,1,1,1,1,1,2,1,0,1,0,1,1,0,1,3,102.5,102.5,1
0362-RAOQO,0,1,0,0,40,1,0,0,0,0,0,0,0,0,2,0,2,19.7,830.3,0
9554-DFKIC,1,1,1,1,30,1,1,1,1,0,0,0,0,0,0,1,1,54.5,1588.7,0
5527-ACHSO,0,1,0,0,11,1,0,1,0,0,0,1,1,1,0,0,4,70.5,829.3,0
0829-DDVLK,0,1,0,0,15,1,0,0,0,0,0,0,0,0,1,0,2,20.1,302.5,0
1399-UBQIU,1,1,0,0,11,1,0,1,0,0,1,0,1,1,0,1,3,69.4,712.3,0
1813-JLKWR,0,1,1,1,64,1,0,0,0,0,0,0,0,0,1,0,1,19.8,1336.7,0
0336-PIKEI,1,0,1,0,72,1,0,1,1,1,1,1,1,0,2,0,1,74.4,5360.8,0
7322-OCWHC,1,0,1,0,72,1,1,2,1,1,1,1,0,0,2,1,1,93.1,6735.1,0
9537-VHDTA,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,4,51.2,51.2,0
4957-TIALW,0,1,0,1,15,1,0,1,1,1,1,1,0,0,1,0,2,65.6,1010,0
2054-PJOCK,0,1,0,0,60,1,1,1,0,0,1,1,1,1,1,0,2,80.6,4847.1,0
9150-HEPMB,1,1,0,0,56,1,0,1,1,0,1,0,0,0,1,0,4,52.7,3019.7,0
9030-QGZNL,0,1,0,0,8,1,0,0,0,0,0,0,0,0,2,0,4,20.9,161.7,0
6204-IEUXJ,0,1,0,0,3,1,0,2,0,0,1,1,0,0,0,0,2,80.1,217.6,1
3126-WQMGH,0,1,1,0,49,1,1,1,0,0,0,0,0,0,0,1,2,52.2,2583.8,0
4529-CKBCL,0,1,0,0,2,1,0,2,0,0,0,0,1,0,0,1,3,80.2,146.1,1
2506-CLAKW,0,1,0,0,6,1,0,2,1,1,1,1,0,1,0,1,1,98.2,567.5,1
7176-WRTNX,1,1,0,0,70,1,1,2,1,1,1,1,1,1,2,1,1,115,7711.3,0
1583-IHQZE,1,1,0,0,12,1,1,2,0,1,1,1,1,1,0,1,4,113,1384.8,1
5732-IKGQH,1,0,1,0,52,1,0,2,1,0,1,1,1,1,1,1,1,104.5,5481.3,0
9239-GZHZE,0,1,1,0,72,1,1,2,1,1,1,1,1,1,2,1,2,113.7,8124.2,0
7205-BAIAD,0,1,0,0,40,1,0,0,0,0,0,0,0,0,2,1,1,20.6,827.3,0
0151-ONTOV,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,4,70.9,70.9,1
4140-MUHUG,0,0,0,0,3,1,0,2,0,0,1,0,1,0,0,1,3,86.9,221,1
0093-EXYQL,0,0,0,0,40,1,0,2,0,0,0,0,1,1,0,1,3,91.6,3673.6,0
8064-RAVOH,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,3,49.9,49.9,0
0219-QAERP,1,1,1,0,30,1,0,0,0,0,0,0,0,0,1,0,2,19.8,576.7,0
0320-JDNQG,1,1,1,1,23,1,0,2,1,0,0,1,1,1,0,1,3,99.9,2331.3,1
7180-PISOG,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,3,74.5,74.5,1
9168-INPSZ,0,0,1,0,44,1,1,2,0,0,1,1,1,1,0,0,3,104.2,4495.7,0
3571-RFHAR,1,1,0,0,65,1,1,2,0,1,1,1,1,1,0,1,3,109.2,6941.2,1
0015-UOCOJ,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,1,3,48.2,340.4,0
5334-AFQJB,1,0,0,0,72,1,1,0,0,0,0,0,0,0,2,1,2,25.1,1789.9,0
2754-SDJRD,0,0,0,0,8,1,1,2,0,0,0,1,1,1,0,1,2,100.2,908.6,0
9578-VRMNM,0,1,0,0,16,1,1,1,0,0,1,0,0,1,0,1,2,65.2,1043.4,1
1587-FKLZB,1,0,1,1,66,1,1,2,0,0,1,0,1,1,0,1,2,99.5,6822.2,1
6140-QNRQQ,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,4,71.6,71.6,1
8963-JLGJT,1,1,0,1,3,1,0,1,1,0,1,0,0,0,0,0,4,55.9,157.6,0
4307-KTUMW,1,1,1,0,53,1,1,2,1,0,1,0,0,1,0,0,3,93.9,5029.2,1
1465-LNTLJ,1,0,1,0,8,1,0,1,0,0,1,1,0,1,0,1,2,64.4,581.7,0
5440-FLBQG,1,0,1,0,69,1,1,2,0,1,1,1,1,1,2,1,1,108.4,7318.2,1
2135-DQWAQ,0,1,0,0,5,1,0,2,0,1,0,0,1,0,0,1,4,85.3,420.5,0
4056-QHXHZ,0,1,1,1,72,1,1,2,1,0,1,1,1,1,2,0,4,107.5,7576.7,0
7470-MCQTK,0,1,1,0,13,0,0,1,0,0,1,0,1,1,0,1,1,48.8,633.4,1
7488-MXJIV,0,1,0,0,4,1,1,2,0,0,0,0,1,0,0,1,3,85.7,321.7,1
7401-JIXNM,0,1,1,1,54,1,1,1,1,1,1,1,1,1,2,0,2,91.3,4965,0
9339-FIIJL,1,1,1,0,72,1,1,1,0,1,1,1,1,1,2,0,1,86,6151.9,0
2027-FECZV,1,1,0,0,12,1,1,2,0,1,1,0,1,1,0,1,3,106.7,1253.9,1
2672-DZUOY,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,25.2,25.2,1
4706-DGAHW,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,45.2,45.2,0
3870-MQAMG,0,1,1,0,54,1,1,2,0,1,1,1,1,1,1,0,3,110.4,5893.2,1
6670-MFRPK,1,1,1,1,69,1,1,2,0,0,1,0,0,0,2,1,2,79.2,5420.7,0
6177-PEVRA,0,1,0,0,48,1,0,1,1,1,0,0,0,0,2,0,2,55.5,2627.4,0
4800-CZMPC,0,1,1,1,48,1,1,2,1,1,0,0,1,1,1,1,2,103.3,5037.6,1
4813-HQMGZ,0,1,1,0,8,1,1,2,0,0,0,1,0,1,0,1,3,90.3,743.8,0
7579-KKLOE,1,1,1,1,71,1,1,1,1,1,1,1,1,1,2,1,4,91.3,6589.6,0
7377-DMMRI,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,1,3,47.8,92.5,1
8402-EIVQS,1,1,1,0,67,1,0,2,1,1,0,0,1,1,1,1,2,100.9,6733.2,0
4947-DSMXK,1,1,1,1,34,1,1,2,0,1,0,0,1,1,0,1,1,97.7,3410,0
7245-NIIWQ,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,1,3,69.9,199.9,0
0002-ORFBO,0,1,1,1,9,1,0,1,0,1,0,1,1,0,1,1,4,65.6,593.3,0
3324-OIRTO,1,1,1,1,71,1,0,2,1,1,1,0,1,1,1,1,1,104.7,7288.4,0
5414-OFQCB,1,1,0,0,57,1,1,2,0,0,0,1,1,0,2,1,2,90.5,5229.8,0
4967-WPNCF,1,1,0,0,72,0,0,1,1,1,1,1,1,1,2,1,1,63.7,4464.8,0
8552-OBVRU,0,0,1,1,48,1,0,2,1,0,1,1,1,1,0,1,3,104.5,5068.1,0
8499-BRXTD,1,1,0,0,18,1,0,0,0,0,0,0,0,0,1,0,4,20.1,401.9,0
9154-QDGTH,1,1,1,1,43,1,1,2,0,0,1,1,1,1,1,1,2,104.3,4451.9,0
8197-BFWVU,0,1,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,93.3,6689,0
2577-GVSIL,1,1,1,1,35,1,1,1,0,0,0,1,1,1,1,1,1,73.5,2661.1,0
9367-OIUXP,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,20.7,73.1,0
6770-UAYGJ,0,1,1,1,49,1,1,0,0,0,0,0,0,0,2,0,4,25.3,1211.7,0
6463-HHXJR,0,1,1,1,71,1,1,2,1,1,1,0,1,0,2,0,1,100.5,7030.7,0
7928-VJYAB,1,1,1,1,11,1,0,2,0,0,0,0,1,1,0,0,3,90.6,1020.2,0
1187-WILMM,1,1,1,1,63,1,1,1,1,1,1,1,1,1,2,1,2,89.4,5597.7,0
9776-OJUZI,0,0,0,0,65,1,1,2,0,1,1,0,1,0,0,1,1,95.5,6223.3,0
1306-RPWXZ,0,1,0,1,49,1,0,0,0,0,0,0,0,0,2,0,2,20.5,1024.7,0
8949-JTMAY,0,1,0,0,29,1,1,2,0,0,1,0,1,1,0,1,2,98.6,2933.2,1
2774-LVQUS,0,0,1,0,15,1,1,2,0,0,1,1,0,0,0,1,3,83.1,1258.3,1
3097-PYWXL,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,3,20,82.9,0
2266-SJNAT,0,1,1,0,72,1,1,2,0,1,1,1,1,1,1,0,2,109.2,7789.6,0
0869-PAPRP,0,0,1,0,26,1,0,2,0,0,1,0,1,0,0,1,2,85.7,2067,0
4238-JSSWH,0,0,1,0,35,1,1,2,0,0,1,0,1,1,0,0,1,102.1,3452.6,0
2972-YDYUW,0,1,0,0,57,1,1,2,0,1,0,1,0,1,1,0,3,94.7,5469,0
1104-FEJAM,1,1,1,1,28,1,1,1,0,1,0,0,0,1,0,0,3,64.4,1802.2,0
2809-ILCYT,0,1,1,0,25,1,1,0,0,0,0,0,0,0,1,1,4,26.8,733.6,0
5499-ECUTN,0,1,1,0,47,1,0,1,1,0,1,0,1,0,1,1,2,66.1,3021.5,0
4981-FLTMF,0,1,1,1,57,1,1,1,1,1,0,1,0,0,0,0,1,65.2,3687.9,0
9121-PHQSR,1,0,1,0,16,1,1,2,0,0,0,0,1,0,0,1,2,85.1,1391.2,0
3113-IWHLC,1,1,0,0,5,1,0,1,1,0,1,0,0,0,0,1,4,55.8,274.4,0
3211-ILJTT,1,1,1,0,17,1,0,2,0,0,0,0,0,0,0,1,1,70.4,1214.1,1
4612-THJBS,0,0,0,0,56,1,1,2,0,1,1,0,1,1,1,1,1,104.8,5510.7,1
4277-BWBML,1,1,1,1,72,1,0,0,0,0,0,0,0,0,2,0,1,20,1322.9,0
4094-NSEDU,0,0,0,0,21,1,1,2,0,0,0,0,1,1,0,1,3,94.3,1973.8,1
0234-TEVTT,0,1,1,1,48,0,0,1,1,0,1,0,0,1,1,0,2,45,2196.3,0
4304-TSPVK,0,1,1,0,68,1,1,2,1,1,1,1,1,1,2,0,1,114.9,7843.6,0
1552-AAGRX,0,1,0,0,30,1,1,2,1,0,0,1,1,1,0,0,1,106.4,3211.9,0
2637-FKFSY,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,4,46.1,130.2,0
9796-MVYXX,0,0,0,0,14,0,0,1,1,0,1,1,0,0,2,0,4,39.7,692.4,0
7874-ECPQJ,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,20.1,85.5,0
0020-INWCK,0,1,1,1,71,1,1,2,0,1,1,0,0,1,2,1,2,95.8,6849.4,0
7089-RKVSZ,1,1,1,1,8,1,1,0,0,0,0,0,0,0,1,0,4,24.4,204,0
2683-JXWQQ,1,1,1,1,61,0,0,1,1,0,1,0,0,0,0,0,1,33.6,2117.2,0
9548-ZMVTX,1,1,1,1,72,1,1,2,0,1,1,1,0,0,2,0,1,90.5,6565.9,0
8739-XNIKG,0,1,0,0,5,1,1,2,0,0,0,0,1,0,0,1,3,84,424.8,0
9755-JHNMN,0,1,0,0,49,1,0,1,1,1,1,1,0,0,2,0,1,67.4,3306.9,0
3981-QSVQI,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,19.7,168.9,0
2789-HQBOU,1,1,0,0,3,1,0,2,0,0,0,0,0,1,0,1,3,80.4,253.8,0
9424-CMPOG,1,1,1,1,9,1,0,0,0,0,0,0,0,0,2,0,4,19.6,197.4,0
5067-WJEUN,1,1,1,1,67,1,0,1,1,1,0,0,0,0,2,1,1,54.2,3838.2,0
3450-WXOAT,1,1,0,0,46,1,0,1,0,0,0,0,0,0,0,1,2,45.2,2065.2,0
9251-WNSOD,0,1,1,0,67,1,1,1,1,1,1,0,0,1,1,0,4,75.1,5064.5,0
6974-DAFLI,0,1,1,0,55,1,0,0,0,0,0,0,0,0,1,0,3,19.7,1140.1,0
2616-UUTFK,1,1,1,0,33,1,1,1,1,1,1,0,1,0,0,1,1,72.8,2447.5,0
7064-JHXCE,1,1,1,1,62,1,0,0,0,0,0,0,0,0,2,0,2,20.1,1263.9,0
5103-MHMHY,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4,46,46,1
7989-AWGEH,1,1,1,1,49,0,0,1,1,0,0,0,0,1,0,1,3,39.2,1838.2,0
4373-VVHQL,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,44.8,44.8,0
4559-UWIHT,1,1,1,0,14,1,1,2,0,1,1,0,0,0,0,1,3,82.7,1185,0
7268-IGMFD,1,0,0,0,18,1,1,2,0,0,1,1,1,0,0,0,1,93.9,1743.9,0
1846-XWOQN,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,70.2,70.2,1
0235-KGSLC,0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,1,2,85.6,85.6,1
6650-BWFRT,0,1,1,0,72,1,1,2,1,1,1,1,1,1,2,1,2,117.2,8529.5,0
9570-KYEUA,1,1,0,0,64,1,1,2,1,0,1,1,0,1,2,0,2,99.3,6549.5,0
6993-YGFJV,1,1,1,0,69,1,1,2,1,1,1,1,1,1,2,1,1,112.6,7806.5,0
2712-SYWAY,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,25.7,25.7,0
0730-BGQGF,1,1,1,1,71,1,1,1,1,1,1,1,1,1,2,0,2,90.3,6287.3,0
5498-IBWPI,0,1,1,1,66,1,0,1,0,0,0,1,0,0,1,1,2,49.4,3251.9,0
9101-NTIXF,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,19.4,50.6,0
0013-SMEOE,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,1,109.7,7904.3,0
9314-QDMDW,1,1,0,0,11,1,0,1,0,1,0,0,1,0,1,1,3,61.3,730,0
9308-ANMVE,1,1,0,1,47,1,0,1,1,1,0,0,0,0,0,1,3,55.3,2654.1,0
2884-GBPFB,0,1,1,0,35,1,0,2,0,0,0,0,0,0,0,1,3,70.3,2416.6,1
3757-NJYBX,1,0,1,0,32,1,1,2,0,1,1,0,1,1,0,0,1,106.4,3520.8,1
3413-DHLPB,1,1,1,1,60,1,1,2,0,1,0,1,1,1,0,1,1,103.8,5970,0
7649-PHJVR,1,1,0,0,11,1,0,0,0,0,0,0,0,0,1,0,4,19.5,226.8,0
6114-TCFID,0,1,0,0,29,0,0,1,1,1,0,1,0,0,1,0,2,39.5,1082.8,0
3787-TRIAL,1,1,1,1,21,0,0,1,0,0,0,0,0,0,0,1,3,26.1,565.8,0
2573-GYRUU,1,0,1,0,48,1,1,2,0,0,1,0,0,1,0,1,2,91.1,4370.8,0
5156-UMKOW,0,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,4,29.7,90.1,0
1247-QBVSH,0,1,1,1,43,1,0,1,0,1,0,0,0,0,0,0,4,50.2,2169.4,0
6734-GMPVK,1,1,0,0,5,1,1,2,0,1,1,0,1,1,0,0,3,105.3,550.6,0
9822-OAOVB,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3,55.5,55.5,0
6161-ERDGD,1,1,1,1,71,1,1,1,1,0,1,1,1,1,1,0,3,85.5,6300.9,0
1226-JZNKR,0,1,1,1,8,1,0,0,0,0,0,0,0,0,1,0,3,19.8,160.1,0
7318-EIVKO,1,1,0,0,8,1,1,1,0,0,0,0,1,0,0,1,3,59.3,436.6,0
3771-PZOBW,1,1,0,0,20,1,1,2,0,0,1,0,1,0,0,1,2,90.7,1781.4,0
5136-KCKGI,0,1,1,1,33,1,1,2,1,0,1,0,1,1,1,1,4,103.7,3467,1
8231-BSWXX,1,1,0,0,71,1,1,2,0,1,0,0,0,0,1,1,2,79.1,5552.5,0
6486-LHTMA,0,0,1,0,31,1,1,2,0,0,1,0,1,0,1,1,3,90.7,2835.5,0
4083-BFNYK,0,0,1,0,38,1,1,2,1,1,0,0,0,1,1,0,2,95,3591.3,0
3722-WPXTK,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,1,3,88.4,88.4,1
7389-KBFIT,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,4,30.3,63.8,0
7176-WIONM,0,1,1,0,12,0,0,1,0,0,1,0,1,1,0,1,1,49.9,617.2,0
5141-ZUVBH,0,1,0,1,9,1,0,2,1,0,1,1,0,1,0,0,1,93,870.3,0
1089-HDMKP,1,0,0,1,11,1,0,1,0,1,0,1,0,0,0,1,3,54.6,601.3,0
7623-HKYRK,1,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,4,19.7,111.7,0
0310-SUCIN,0,1,1,0,71,1,0,1,1,1,1,1,1,1,1,1,1,84.8,6046.1,0
5197-PYEPU,0,1,1,1,42,1,1,2,1,1,0,0,1,0,1,1,2,94.5,3923.8,0
2929-ERCFZ,0,1,1,1,8,1,0,2,0,0,1,0,1,1,0,1,3,94.2,777.3,1
7548-SEPYI,0,1,0,0,5,1,0,2,0,1,0,0,1,1,0,1,3,96.3,512.5,1
8835-VSDSE,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,3,70.7,141.5,1
